country	countryLabel	capital	capitalLabel	currency	currencyLabel	area	population	continent	continentLabel
http://www.wikidata.org/entity/Q986	Eritrea	http://www.wikidata.org/entity/Q3642	Asmara	http://www.wikidata.org/entity/Q171503	nakfa	117600	3497000	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q403	Serbia	http://www.wikidata.org/entity/Q3711	Belgrade	http://www.wikidata.org/entity/Q172524	Serbian dinar	88361	7022268	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q574	East Timor	http://www.wikidata.org/entity/Q9310	Dili	http://www.wikidata.org/entity/Q572213	East Timor centavo coins	14918.72	1296311	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q574	East Timor	http://www.wikidata.org/entity/Q9310	Dili	http://www.wikidata.org/entity/Q4917	United States dollar	14918.72	1296311	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q657	Chad	http://www.wikidata.org/entity/Q3659	N'Djamena	http://www.wikidata.org/entity/Q847739	Central African CFA franc	1284000	15477751	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q423	North Korea	http://www.wikidata.org/entity/Q18808	Pyongyang	http://www.wikidata.org/entity/Q106720	North Korean won	120540	25490965	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q423	North Korea	http://www.wikidata.org/entity/Q18808	Pyongyang	http://www.wikidata.org/entity/Q106720	North Korean won	120540	25490965	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q424	Cambodia	http://www.wikidata.org/entity/Q1850	Phnom Penh	http://www.wikidata.org/entity/Q204737	riel	181035	16005373	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q414	Argentina	http://www.wikidata.org/entity/Q1486	Buenos Aires	http://www.wikidata.org/entity/Q199578	Argentine peso	2780400	44938712	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q664	New Zealand	http://www.wikidata.org/entity/Q23661	Wellington	http://www.wikidata.org/entity/Q1472704	New Zealand dollar	268021	5112300	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q664	New Zealand	http://www.wikidata.org/entity/Q23661	Wellington	http://www.wikidata.org/entity/Q1472704	New Zealand dollar	268021	5112300	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q419	Peru	http://www.wikidata.org/entity/Q2868	Lima	http://www.wikidata.org/entity/Q204656	Peruvian sol	1285216	29381884	http://www.wikidata.org/entity/Q18	South America
